,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
266,1491a,0562a,3,1,1,0,2,2,1,3,2,0,1,1,3,2,2,1,4,2,0
267,1178a,0555a,3,4,1,3,0,2,0,3,2,1,4,0,2,0,2,3,4,1,0
268,1361a,1422a,1,4,1,0,0,2,3,3,2,3,4,0,3,0,2,1,3,2,0
269,1366c,0916a,0,1,1,0,2,2,1,1,1,1,1,1,0,0,2,2,1,1,0
270,0473a,1181b,1,2,1,0,0,2,1,1,2,2,1,0,2,2,1,1,0,2,0
271,1538c,1311c,0,2,1,0,2,1,1,0,2,1,1,0,1,0,1,1,2,1,0
272,1245c,0333a,1,0,1,3,2,2,1,4,2,2,1,1,3,2,1,2,0,1,0
273,0431c,0323c,2,0,1,0,2,2,2,3,2,1,0,1,1,0,1,0,0,1,0
274,0349b,0373a,0,1,1,3,2,2,3,1,2,3,0,1,0,0,2,0,2,2,0
275,0355a,1501c,3,2,1,3,2,3,0,3,2,0,1,1,0,0,2,1,2,1,0
276,1367b,0413b,1,1,0,1,2,1,0,3,2,1,1,1,3,0,1,2,2,1,0
277,1171b,1538b,2,4,1,3,2,1,1,3,2,2,2,1,3,0,2,0,1,1,0
278,1252a,1219b,3,1,1,3,2,3,0,3,2,2,0,1,0,2,1,0,3,2,0
279,1477a,1511c,3,0,1,3,2,1,1,0,2,1,1,0,1,0,3,1,0,1,0
280,0496c,1567b,3,4,1,3,2,2,0,1,2,3,1,0,2,2,2,0,0,2,0
281,1234c,0304a,2,1,0,2,2,3,0,2,2,2,1,1,1,2,0,1,2,2,0
282,1508b,1240c,1,1,1,0,2,1,1,0,1,2,1,0,0,2,3,1,1,2,0
283,0337b,0387b,3,4,1,3,2,2,3,4,2,2,2,0,1,0,1,0,2,1,0
284,1483a,1176b,2,1,1,3,2,3,0,3,2,1,4,1,1,2,2,0,2,2,0
285,1497c,0594b,2,0,1,3,2,2,3,4,2,0,0,0,3,2,0,0,3,2,0
286,1518a,1237a,2,2,1,3,2,2,0,1,2,2,1,0,1,2,2,0,1,2,0
287,0538a,1303b,2,1,0,3,2,2,1,4,2,3,1,0,2,2,2,0,3,2,0
288,0488c,1181b,1,4,0,1,2,2,0,4,2,2,1,0,2,2,1,1,0,2,0
289,0552a,1492b,2,1,1,0,2,2,1,2,1,2,2,1,0,2,2,0,0,2,0
290,1173c,1483c,1,2,1,3,0,2,0,2,2,1,1,1,1,0,1,0,1,1,0
291,0535a,0469c,2,4,1,1,2,2,2,1,1,2,0,1,1,0,2,3,0,1,0
292,1330a,1508a,3,2,1,3,2,2,0,0,2,2,4,1,0,2,2,3,4,2,0
293,1424a,1551b,3,4,1,0,2,2,1,2,2,1,1,1,0,2,1,1,1,1,0
294,1108b,0594b,2,2,0,2,2,1,0,0,2,0,0,0,3,2,0,0,3,2,0
295,1307a,0459b,1,1,1,3,2,2,0,1,1,2,0,1,0,2,3,1,3,2,0
296,1131a,0577c,1,1,1,1,2,1,0,0,2,1,1,1,1,2,3,0,0,2,0
297,1120a,1127c,2,1,1,3,2,2,0,2,2,2,4,1,0,2,2,0,2,2,0
298,1413a,1426c,2,1,1,1,2,3,0,1,2,1,0,1,0,2,3,1,2,2,0
299,1502b,1365a,3,4,1,3,2,2,0,4,2,3,4,1,3,2,1,0,3,2,0
300,1120a,0365a,2,1,1,3,2,2,0,2,2,0,2,1,0,2,2,0,1,2,0
301,1155b,1108b,1,1,1,3,0,1,1,2,1,2,2,0,2,2,1,0,0,2,0
302,0562c,1090a,3,0,1,3,2,1,0,2,2,2,0,1,1,2,1,0,1,1,0
303,0379b,1426b,3,1,1,0,2,2,0,3,2,2,1,1,0,2,1,0,4,2,0
304,0456b,1272a,0,1,1,1,2,2,0,1,1,1,1,1,2,2,1,2,0,1,0
305,1471c,1421b,1,1,1,0,0,1,1,1,2,3,1,1,3,2,2,2,2,1,0
306,0350b,1365a,2,1,1,3,2,1,1,4,2,3,4,1,3,2,1,0,3,2,0
307,1482a,0327a,2,4,1,3,2,2,3,1,2,3,1,1,1,2,0,0,4,2,0
308,0564a,1125b,2,1,1,0,2,3,3,2,1,1,1,2,4,3,2,1,2,1,0
309,0458a,1236c,2,1,1,0,2,2,1,0,2,1,1,1,1,2,3,0,1,2,0
310,0337c,0354a,3,4,1,1,2,1,1,3,2,2,1,1,4,2,1,0,4,2,0
311,1237a,0348b,2,1,0,1,2,2,0,1,2,1,1,1,1,0,1,0,2,1,0
312,0496e,0535b,2,1,0,1,2,3,0,2,2,0,0,1,2,2,2,1,4,2,0
313,1220b,0466c,0,1,1,1,2,3,1,2,1,3,1,1,2,2,1,2,0,1,0
314,1260a,1230b,0,1,1,1,2,2,0,4,2,1,1,0,3,2,2,1,3,2,0
315,0546c,0460c,2,0,1,3,2,1,3,1,2,2,4,2,1,2,2,2,1,2,0
316,0457a,0916a,2,3,1,3,2,2,0,1,2,1,1,1,0,0,2,2,1,1,0
317,0950a,0463a,2,1,1,3,0,2,2,2,1,1,1,1,0,0,3,3,4,2,0
318,0535b,0302c,0,0,1,2,2,2,1,4,2,3,1,0,2,2,3,0,3,2,0
319,1090c,1325c,0,0,1,3,2,2,0,1,2,1,4,1,3,2,3,1,2,2,0
320,0557c,1506a,1,1,1,0,2,1,0,2,1,2,1,0,3,0,2,1,0,2,0
321,0322b,0375b,1,1,1,3,1,2,0,1,2,1,3,0,1,0,2,0,2,1,0
322,1352b,1549c,2,1,1,3,2,2,2,1,2,0,2,1,3,2,2,1,4,2,0
323,0435b,1350c,2,1,0,2,2,2,1,0,2,1,4,1,3,0,1,2,1,1,0
324,0553b,1513c,2,1,1,0,0,2,1,1,1,1,1,1,0,1,2,1,1,2,0
325,1302a,1429b,2,1,1,3,2,2,0,0,2,2,1,1,0,0,2,0,1,1,0
326,0414a,0307c,3,2,1,0,2,2,0,2,2,1,1,1,1,2,2,2,3,2,0
327,1362a,0334a,3,1,1,3,2,2,0,0,2,2,0,1,0,2,3,0,0,2,0
328,1284a,1547a,2,1,1,0,2,2,1,4,2,2,4,1,1,2,1,0,2,2,0
329,1221c,0581c,2,1,1,0,2,0,0,3,2,2,4,2,3,2,2,1,2,2,0
330,0532b,1405b,2,1,1,3,0,2,0,1,1,1,1,1,0,0,2,1,1,1,0
331,1426c,1253b,1,0,1,0,2,3,1,2,2,0,1,1,1,2,1,1,1,1,0
332,1230b,0385c,1,1,0,3,2,2,1,3,2,2,2,1,0,1,2,2,1,2,0
333,0553b,0507b,2,1,1,0,0,2,1,1,1,0,1,1,3,2,1,1,4,2,0
334,1255a,0319b,1,1,1,0,2,2,1,0,1,1,1,1,1,2,3,0,2,1,0
335,0557c,1178a,1,1,1,0,2,1,0,2,1,3,4,1,3,0,2,0,3,2,0
336,1255c,1262a,2,1,1,0,1,2,0,2,2,2,4,1,3,2,3,0,4,2,0
337,1497c,1099c,2,0,1,3,2,2,3,4,2,2,4,0,2,2,2,0,3,2,0
338,1307a,1391b,1,1,1,3,2,2,0,1,1,3,4,1,0,2,2,1,4,2,0
339,0390a,1271c,0,0,1,0,1,2,1,2,2,0,1,2,4,2,2,2,2,2,0
340,1296c,1488b,1,1,1,3,0,2,1,0,2,2,2,1,0,0,2,1,1,1,0
341,0328b,1429a,0,2,1,1,2,3,0,3,2,1,2,1,2,2,2,1,0,1,0
342,1352b,1493a,2,1,1,3,2,2,2,1,2,2,1,1,0,1,2,0,3,2,0
343,0333b,1178a,2,1,1,0,2,3,1,1,2,3,4,1,3,0,2,0,3,2,0
344,1149c,1240b,1,1,1,3,2,1,3,3,2,1,1,1,1,0,1,0,3,2,0
345,1546a,0597a,1,1,0,3,2,1,1,2,1,3,4,2,0,2,3,3,1,1,0
346,1534b,0539b,1,1,1,3,2,2,1,1,2,3,1,1,0,0,2,0,2,2,0
347,0531a,1549c,2,2,1,1,2,2,0,3,2,0,2,1,3,2,2,1,4,2,0
348,0535b,1152a,0,0,1,2,2,2,1,4,2,3,4,0,2,2,1,0,2,2,0
349,1521b,0328a,3,1,1,3,0,2,3,3,2,3,1,0,2,2,3,0,2,2,0
350,1282c,0488c,1,1,2,3,2,2,1,2,2,1,4,0,1,2,2,0,4,2,0
351,1334a,1365b,3,1,1,0,2,3,0,2,2,0,4,1,3,2,2,1,0,2,0
352,1119a,0456a,1,1,1,0,0,2,0,1,2,2,1,0,2,2,2,0,3,2,0
353,1119a,0507c,1,1,1,0,0,2,0,1,2,3,4,1,1,2,1,0,1,2,0
354,0550c,1253b,2,0,1,1,2,2,0,4,2,0,1,1,1,2,1,1,1,1,0
355,0457c,0324b,0,2,1,0,0,2,0,3,2,0,1,1,3,0,2,1,1,1,0
356,0381b,1294b,3,1,1,0,2,3,0,4,2,1,1,1,0,2,0,0,3,2,0
357,0584a,1471c,1,1,1,1,2,2,0,0,2,1,1,1,0,0,1,1,1,2,0
358,1508c,0311c,1,4,1,1,0,2,0,0,2,0,0,1,0,0,2,2,1,1,0
359,0577b,1521c,2,1,0,3,2,2,1,2,2,0,1,1,2,2,2,1,0,2,0
360,1234a,1448b,3,4,1,3,2,2,0,3,2,1,2,1,3,2,2,1,1,2,0
361,0319a,1477c,2,4,1,0,2,3,1,2,2,3,1,1,2,2,2,1,0,1,0
362,1237c,0327c,2,1,0,2,2,2,0,1,2,1,1,1,1,2,1,1,2,1,0
363,0429b,1552c,1,1,1,3,2,3,1,4,2,3,1,1,1,2,1,1,3,2,0
364,1430a,0385a,2,1,1,0,2,3,3,3,2,0,0,1,2,2,3,3,0,2,0
365,1350a,0390a,3,1,1,0,2,3,1,2,1,0,0,1,0,1,2,1,2,2,0
366,0429a,0525b,2,0,1,3,2,3,0,4,2,2,3,0,0,2,2,0,3,2,0
367,0873a,0347a,2,2,0,2,2,2,3,0,2,2,4,1,3,0,3,1,4,1,0
368,1335b,1374a,2,2,1,0,2,2,3,2,2,3,2,0,2,2,3,0,4,2,0
369,1181c,0431b,2,2,1,0,0,3,0,4,2,3,0,2,1,2,3,0,2,2,0
370,0402b,0405a,3,4,1,3,2,2,1,2,2,3,0,1,0,2,3,1,2,1,0
371,1447a,1286b,2,1,1,3,2,1,1,0,2,3,4,1,0,2,3,0,4,2,0
372,1538a,0547c,1,1,1,3,2,3,1,2,1,1,2,1,3,2,1,2,1,1,0
373,0353c,1181b,1,2,1,1,2,3,0,1,2,2,1,0,2,2,1,1,0,2,0
374,0424a,0477a,1,2,1,3,2,2,0,1,2,2,1,1,1,2,1,0,0,2,0
375,0496a,0413b,3,4,1,0,2,3,1,2,2,1,1,1,3,0,1,2,2,1,0
376,1487a,0403c,2,1,1,3,2,3,0,2,2,1,0,0,0,2,2,0,3,2,0
377,0333b,1254b,2,1,1,0,2,3,1,1,2,2,1,0,2,2,2,1,3,2,0
378,1370a,1486b,2,1,1,3,0,2,0,1,2,2,0,1,0,2,3,1,4,2,0
379,0569c,1267c,1,1,1,0,2,2,3,3,2,1,0,1,0,2,2,0,1,1,0
380,1123c,0337b,3,4,1,3,2,2,1,4,2,3,4,1,3,2,2,3,4,2,0
381,0535c,1383b,1,2,1,3,2,1,3,3,2,3,2,1,3,0,2,1,2,1,0
382,1323c,0357b,1,0,1,1,2,2,3,0,1,2,1,0,0,0,2,2,3,2,0
383,1416a,1495c,1,1,1,3,2,1,0,4,2,1,1,1,0,0,2,1,2,1,0
384,0581c,0317b,2,4,2,3,2,2,1,2,2,0,4,0,0,0,2,2,3,2,0
385,0351c,1508a,1,0,1,0,2,2,1,2,2,2,4,1,0,2,2,3,4,2,0
386,0584a,0496f,1,1,1,1,2,2,0,0,2,2,4,1,0,2,2,1,2,2,0
387,1362c,0458b,3,0,1,0,2,2,0,2,2,3,2,1,3,2,2,1,3,2,0
388,1518a,1343a,2,2,1,3,2,2,0,1,2,2,0,1,0,2,1,0,0,2,0
389,1431c,0866c,3,1,1,3,2,3,1,4,2,3,0,1,0,0,2,2,2,1,0
390,1426c,0469b,1,0,1,0,2,3,1,2,2,3,2,1,2,0,2,1,1,1,0
391,0351b,0583c,1,1,1,1,3,2,1,3,2,3,1,0,2,2,2,2,3,2,0
392,0368b,0302a,3,0,1,3,0,2,1,2,2,2,0,1,1,0,2,1,1,1,0
393,0483b,1496c,1,1,1,0,0,3,1,2,1,2,1,1,1,0,2,2,2,1,0
394,1227b,0413a,3,1,1,3,2,1,0,4,2,1,1,1,1,2,3,0,1,1,0
395,1507b,0911b,1,0,1,1,2,2,3,0,2,1,3,1,1,2,2,2,1,1,0
396,1267b,1194b,2,2,1,2,2,2,0,1,2,2,4,0,1,2,2,0,1,2,0
397,1252a,0373b,3,1,1,3,2,3,0,3,2,2,1,1,1,2,1,0,0,1,0
398,0507a,0471c,1,1,1,3,0,2,1,2,1,0,0,1,3,2,1,1,2,1,0
399,1455a,1341a,3,1,1,0,2,2,1,2,2,0,2,1,0,2,2,0,2,2,0
400,1364b,0491c,3,1,1,3,2,2,1,1,2,2,2,1,0,2,2,0,4,2,0
401,1562b,1444b,1,2,1,0,0,2,0,2,2,1,0,1,1,2,2,0,0,1,0
402,1335b,1484c,2,2,1,0,2,2,3,2,2,1,1,1,0,0,1,2,2,1,0
403,0411c,1444a,2,1,1,3,2,1,0,4,2,0,1,1,0,2,3,0,3,2,0
404,1303c,0517c,3,4,1,0,2,2,0,4,2,1,1,1,3,0,2,3,2,1,0
405,0544b,0550a,2,1,1,3,2,3,0,0,2,3,4,1,3,2,2,0,0,2,0
406,0496f,0414b,2,4,1,0,2,2,1,2,2,1,1,1,0,2,1,1,1,2,0
407,0491a,1356b,2,1,1,1,2,1,0,2,1,2,4,0,2,2,2,0,4,2,0
408,1365b,1363c,0,4,1,3,2,2,1,0,2,0,1,0,1,0,2,0,1,1,0
409,0404c,0549c,0,2,1,3,2,2,0,4,2,3,1,1,3,3,3,3,4,2,0
410,1365c,1204a,2,2,1,1,2,2,1,2,2,0,0,1,0,2,2,1,0,2,0
411,0544c,0302b,1,4,1,3,2,2,2,0,1,2,2,2,4,3,3,3,4,2,0
412,0472c,1171a,2,1,1,1,2,2,3,2,2,1,2,1,3,2,3,0,0,2,0
413,1302a,1518a,2,1,1,3,2,2,0,0,2,2,2,1,3,2,2,0,1,2,0
414,0475a,1416c,0,1,1,2,2,2,1,4,2,1,4,1,3,2,3,1,4,2,0
415,0413a,0351b,1,1,1,1,2,3,0,1,1,1,1,1,1,3,2,1,3,2,0
416,0560c,1219b,1,1,1,0,2,1,1,0,2,2,0,1,0,2,1,0,3,2,0
417,0440a,0347b,2,0,0,2,2,2,0,4,2,1,1,0,0,0,2,2,0,1,0
418,0547c,0416a,1,2,1,3,2,1,2,1,1,1,1,2,4,3,2,1,1,1,0
419,1485a,0569a,3,4,1,0,2,2,2,2,2,1,1,0,2,2,3,0,3,2,0
420,1253c,1394b,2,0,0,2,2,2,0,0,2,3,1,0,1,2,1,1,3,2,0
421,1417b,0324a,3,4,1,0,2,3,0,3,2,0,2,1,0,1,2,1,3,2,0
422,0565a,1510a,2,1,1,3,2,2,1,1,2,1,1,1,0,2,1,0,3,2,0
423,1147c,1511b,0,4,1,1,2,2,0,4,2,0,1,0,2,2,2,0,2,2,0
424,1253a,1394b,3,0,1,0,2,2,3,2,2,3,1,0,1,2,1,1,3,2,0
425,1219b,0924b,2,0,1,0,2,1,0,3,2,1,0,1,3,0,2,1,0,1,0
426,1352b,1171b,2,1,1,3,2,2,2,1,2,2,4,1,3,2,1,1,3,2,0
427,0552a,1119a,2,1,1,0,2,2,1,2,1,1,1,1,0,0,2,0,1,2,0
428,0337c,0405b,3,4,1,1,2,1,1,3,2,1,0,1,4,0,2,0,1,2,0
429,1307a,0489c,1,1,1,3,2,2,0,1,1,1,1,1,1,2,2,1,2,1,0
430,1180c,0569b,2,4,1,0,2,3,0,3,2,0,0,1,2,2,1,1,1,2,0
431,0550b,1411c,3,0,1,0,2,2,0,4,2,0,1,1,3,2,3,0,2,2,0
432,0571c,1123a,1,0,1,1,0,1,0,1,1,2,1,2,1,0,1,1,2,1,0
433,0421b,0516a,2,0,1,1,0,2,0,0,2,2,0,1,0,0,3,0,3,2,0
434,0507a,1477c,1,1,1,3,0,2,1,2,1,3,1,1,2,2,2,1,0,1,0
435,1511b,1197b,0,1,0,2,2,2,0,2,2,0,0,1,4,2,3,0,4,2,0
436,1468b,0327b,3,1,1,2,2,2,1,3,2,0,1,1,1,1,2,0,3,2,0
437,1489a,1424a,1,1,1,3,2,2,0,0,2,3,4,1,0,2,2,1,2,2,0
438,1039c,1496c,2,4,1,0,2,2,3,1,2,2,1,1,1,0,2,2,2,1,0
439,0472a,1303a,3,1,1,3,2,3,0,0,2,3,4,1,0,0,2,0,4,2,0
440,0405a,1383b,3,0,1,0,2,3,1,2,1,3,2,1,3,0,2,1,2,1,0
441,0576b,0516a,1,1,1,3,0,2,3,0,2,2,0,1,0,0,3,0,3,2,0
442,1444a,1477b,0,1,1,0,2,3,0,3,2,1,1,1,1,0,2,0,1,1,0
443,0580b,0564b,1,1,0,2,2,2,3,3,2,2,2,1,2,0,2,1,1,1,0
444,1180a,1240a,2,1,1,2,2,2,1,1,2,1,0,1,3,2,2,3,1,2,0
445,0314b,1328c,0,0,1,0,2,2,0,2,2,1,1,1,3,2,2,2,1,1,0
446,0562a,0429b,0,1,1,3,2,2,1,4,2,1,1,1,3,2,3,1,4,2,0
447,0520a,0540c,2,4,1,0,2,1,3,3,2,2,1,0,4,0,2,0,3,2,0
448,1451b,0439a,3,1,1,3,2,3,3,3,2,3,1,2,4,2,2,3,2,2,0
449,0445c,1125b,2,4,1,3,0,2,0,4,2,1,1,2,4,3,2,1,2,1,0
450,1562b,1234c,1,2,1,0,0,2,0,2,2,2,1,0,2,2,3,0,2,2,0
451,0473a,0466c,1,2,1,0,0,2,1,1,2,3,1,1,2,2,1,2,0,1,0
452,1108b,0375c,2,2,0,2,2,1,0,0,2,2,4,1,4,2,2,2,1,1,0
453,1366c,0429a,0,1,1,0,2,2,1,1,1,2,0,1,3,2,3,0,4,2,0
454,1193a,1367c,1,4,1,3,2,3,1,1,2,1,1,1,3,2,0,0,3,2,0
455,0363c,1405c,1,1,1,0,2,2,3,0,2,2,3,1,0,2,2,0,1,2,0
456,0396c,1416c,3,1,1,0,2,2,3,2,2,1,4,1,3,2,3,1,4,2,0
457,1226c,0549b,2,0,0,0,0,2,0,0,2,0,1,0,2,2,3,3,4,2,0
458,1155a,0416a,1,1,0,2,2,1,1,0,2,1,1,2,4,3,2,1,1,1,0
459,0353c,1164a,1,2,1,1,2,3,0,1,2,2,1,0,2,2,1,1,1,2,0
460,0379c,1164c,2,1,1,2,2,2,0,3,2,3,1,1,3,2,3,0,2,2,0
461,1480c,1272a,0,0,1,1,2,2,1,2,2,1,1,1,2,2,1,2,0,1,0
462,1451c,1480c,0,0,1,0,2,2,0,0,2,0,0,1,1,2,2,1,2,2,0
463,1336a,0563a,0,1,1,2,2,2,0,0,2,1,1,1,1,0,2,0,2,1,0
464,1350a,1381a,3,1,1,0,2,3,1,2,1,1,4,0,1,2,2,0,1,2,0
465,1442a,0431c,3,2,1,0,2,2,0,1,2,2,0,1,0,2,2,2,3,2,0
466,0435b,1039a,2,1,0,2,2,2,1,0,2,3,1,0,0,0,3,1,0,2,0
467,1501c,0337b,0,1,1,0,0,2,1,2,1,3,4,1,3,2,2,3,4,2,0
468,1432c,1471c,2,2,1,0,2,2,0,2,2,1,1,1,0,0,1,1,1,2,0
469,1426b,1328a,2,1,1,0,2,1,0,4,2,3,1,1,2,2,3,0,0,2,0
470,0405a,1155c,3,0,1,0,2,3,1,2,1,1,0,1,0,2,0,0,3,2,0
471,1483c,0450b,1,1,1,1,0,1,0,1,1,1,2,0,1,0,2,0,2,1,0
472,1229c,1165b,2,1,0,0,2,2,1,2,2,0,1,1,2,2,2,1,2,2,0
473,1513a,0459b,2,0,1,3,2,3,0,3,2,2,0,1,0,2,3,1,3,2,0
474,1127a,0550c,1,1,1,3,2,2,1,3,2,2,0,1,1,2,2,0,4,2,0
475,0563a,1377b,1,1,1,1,0,2,0,2,1,0,1,1,0,1,2,1,0,2,0
476,1451c,0421b,0,0,1,0,2,2,0,0,2,2,0,1,1,0,2,0,0,2,0
477,0550b,0349b,3,0,1,0,2,2,0,4,2,0,1,1,3,2,2,3,1,2,0
478,1508b,0450b,1,1,1,0,2,1,1,0,1,1,2,0,1,0,2,0,2,1,0
479,1149c,0518c,1,1,1,3,2,1,3,3,2,3,4,1,1,2,3,0,4,2,0
480,0313b,0448b,2,1,0,2,2,2,0,0,2,2,2,1,0,0,2,3,2,1,0
481,1173c,1208b,1,2,1,3,0,2,0,2,2,1,0,1,0,2,1,0,1,1,0
482,0335a,1508b,1,1,1,2,2,2,1,0,2,1,1,1,0,2,1,1,0,1,0
483,1447c,1204b,1,1,0,1,2,2,2,2,2,2,1,1,3,1,3,0,4,2,0
484,1330a,1336a,3,2,1,3,2,2,0,0,2,0,1,1,2,2,2,0,0,2,0
485,0472c,0337c,2,1,1,1,2,2,3,2,2,3,4,1,1,2,1,1,3,2,0
486,1171a,0405b,1,2,1,3,2,3,0,0,2,1,0,1,4,0,2,0,1,2,0
487,1344a,1352b,1,1,1,0,2,3,0,3,2,2,1,1,3,2,2,2,1,2,0
488,1271b,1091a,3,4,2,2,0,2,1,3,2,3,1,2,4,2,2,3,4,2,0
489,1416c,0336c,1,4,1,3,2,3,1,4,2,3,2,1,2,2,2,0,1,1,0
490,1424a,0404c,3,4,1,0,2,2,1,2,2,0,2,1,3,2,2,0,4,2,0
491,1273a,0516b,1,2,1,0,0,2,1,0,2,0,1,0,2,2,2,0,1,2,0
492,1486b,1348c,2,0,1,0,2,3,1,4,2,1,3,1,1,2,2,2,0,1,0
493,0950b,1360c,1,0,1,3,0,1,0,3,2,0,1,1,2,1,2,1,1,1,0
494,1120a,0335a,2,1,1,3,2,2,0,2,2,1,1,1,2,2,2,1,0,2,0
495,0321c,0411b,2,1,1,2,2,2,0,2,2,1,2,1,1,2,2,0,1,2,0
496,0375a,1547b,3,0,1,3,2,2,0,4,2,2,0,1,1,2,1,0,2,2,0
497,1423a,0866c,3,1,1,1,2,2,2,1,1,3,0,1,0,0,2,2,2,1,0
498,0335a,0403c,1,1,1,2,2,2,1,0,2,1,0,0,0,2,2,0,3,2,0
499,1426b,1224c,2,1,1,0,2,1,0,4,2,1,0,1,1,2,1,1,2,2,0
500,0366a,1153a,2,4,1,3,2,2,0,3,2,0,1,1,1,2,2,0,0,2,0
501,1409b,1282c,1,1,1,3,2,3,3,1,2,1,1,2,3,2,2,1,2,2,0
502,1450b,0969b,2,2,1,3,2,3,0,3,2,2,0,1,1,2,1,1,2,1,0
503,0374c,0456b,2,1,1,3,2,2,3,0,2,0,1,1,1,2,2,0,1,1,0
504,0924b,0324a,1,0,1,3,0,2,1,0,1,0,2,1,0,1,2,1,3,2,0
505,0885c,1181c,2,1,1,0,1,3,0,0,2,2,2,1,0,0,3,0,4,2,0
506,0923a,1360c,2,1,1,1,1,2,0,2,2,0,1,1,2,1,2,1,1,1,0
507,0576c,1549c,2,4,1,1,2,2,0,2,2,0,2,1,3,2,2,1,4,2,0
508,0537a,1178c,3,1,1,3,2,2,2,1,2,2,4,1,3,0,2,1,0,2,0
509,0450c,0370a,1,1,0,0,0,1,0,1,1,3,0,1,0,1,3,1,1,2,0
510,0536b,1477c,1,0,1,2,2,2,0,3,2,3,1,1,2,2,2,1,0,1,0
511,1176b,1236b,1,4,1,1,2,2,0,2,2,3,4,1,0,2,2,1,0,2,0
512,0396b,0496a,2,1,0,1,2,2,1,3,2,3,4,1,0,2,3,1,2,2,0
513,1498a,1513b,0,1,1,1,2,2,1,2,2,2,0,1,3,2,3,0,2,2,0
514,0315a,1091a,2,4,0,2,2,3,0,3,2,3,1,2,4,2,2,3,4,2,0
515,1137a,1426b,1,1,1,0,2,1,0,1,2,2,1,1,0,2,1,0,4,2,0
516,1444a,0330a,0,1,1,0,2,3,0,3,2,1,0,1,1,2,2,2,1,1,0
517,0381b,0555b,3,1,1,0,2,3,0,4,2,1,1,1,0,1,2,0,2,2,0
518,0551c,0387b,3,2,1,0,0,2,0,2,2,2,2,0,1,0,1,0,2,1,0
519,1424a,0314b,3,4,1,0,2,2,1,2,2,0,0,1,0,2,2,0,2,2,0
520,0562c,0576b,3,0,1,3,2,1,0,2,2,1,1,1,3,0,2,3,0,2,0
521,0592b,1485c,1,2,1,1,2,2,0,2,2,3,4,1,3,2,3,1,3,2,0
522,1373a,1064c,3,4,1,3,2,2,2,1,2,1,4,1,1,0,2,2,1,1,0
523,1494a,1240b,1,0,1,1,2,2,0,1,2,1,1,1,1,0,1,0,3,2,0
524,0404c,1099c,0,2,1,3,2,2,0,4,2,2,4,0,2,2,2,0,3,2,0
525,1510b,1303c,1,1,1,0,2,2,1,0,2,3,4,1,0,2,2,0,4,2,0
526,1036c,0469b,1,4,1,0,0,2,2,0,2,3,2,1,2,0,2,1,1,1,0
527,0372a,0327a,1,1,1,3,2,1,0,1,1,3,1,1,1,2,0,0,4,2,0
528,1237c,1450c,2,1,0,2,2,2,0,1,2,3,0,1,1,2,1,1,3,2,0
529,0353a,1367c,2,1,1,3,1,2,0,2,2,1,1,1,3,2,0,0,3,2,0
530,0366a,0319b,2,4,1,3,2,2,0,3,2,1,1,1,1,2,3,0,2,1,0
