,0,1,2,3,4,5,6,7,8,9,10,11
401,1086b,0859a,2,1,0,2,0,2,1,3,1,0
402,1517a,0335a,1,0,0,1,0,0,1,2,0,0
403,1538a,0463a,0,0,0,3,2,0,2,2,1,0
404,1149c,1294c,2,1,0,0,0,2,2,3,0,0
405,1552a,1544a,0,4,0,1,0,0,2,3,0,0
406,1371c,1217b,1,0,0,1,2,1,1,1,1,0
407,1336a,0563c,1,3,0,1,2,1,0,2,0,0
408,1567c,1309c,1,3,1,3,2,1,0,0,1,0
409,1180c,0421a,1,2,0,3,0,0,3,0,0,0
410,0507a,1197c,0,1,0,3,0,0,1,2,1,0
411,0405c,0328b,1,2,0,0,0,1,1,1,1,0
412,0363a,0337c,3,4,0,0,0,1,0,2,0,0
413,1452b,1341a,1,2,0,3,0,0,0,0,0,0
414,1501c,0587c,1,3,1,3,2,1,0,1,1,0
415,1296c,1552c,2,0,0,2,2,1,0,3,0,0
416,0600a,1303c,1,3,0,0,0,1,0,1,0,0
417,1451a,1562b,0,2,0,3,2,0,0,2,0,0
418,0458b,0338c,3,1,0,0,0,0,0,1,1,0
419,1323b,1475c,2,0,1,1,2,0,2,1,0,0
420,1220b,0564b,2,1,0,1,2,1,0,1,0,0
421,1528c,1146a,0,3,0,3,0,0,1,0,0,0
422,0306b,0449c,1,1,1,1,0,1,0,2,0,0
423,1544a,0522c,0,3,1,4,2,0,3,1,0,0
424,1394a,0593a,1,0,0,3,0,0,2,1,1,0
425,1442a,1221c,1,1,0,0,0,2,0,2,0,0
426,1416c,0354c,0,4,1,2,2,2,2,2,0,0
427,0544a,1421b,3,0,0,3,0,0,2,1,0,0
428,0435b,1487c,1,0,1,1,2,1,1,0,1,0
429,0321b,0323c,2,2,0,2,2,1,1,4,1,0
430,1557a,0911c,0,3,0,0,1,1,3,1,0,0
431,0377a,0338c,1,3,0,2,0,0,1,1,1,0
432,0584a,1341a,1,1,0,1,0,0,0,2,0,0
433,0314b,0365a,0,2,0,0,0,0,0,1,0,0
434,1091b,1501b,2,0,0,2,0,1,1,1,0,0
435,0347b,0302b,1,1,2,4,3,1,1,4,1,0
436,1135b,1252c,2,1,0,0,0,1,0,0,1,0
437,1257a,1495c,1,0,0,2,2,1,1,1,1,0
438,1442a,1146c,0,2,0,3,0,0,1,3,0,0
439,0372b,0450b,0,1,1,2,1,0,1,0,1,0
440,0550b,1551a,3,1,0,0,0,0,3,1,0,0
441,0464a,1414b,1,4,1,3,2,2,0,1,1,0
442,1465a,1343c,3,4,0,1,0,1,3,1,1,0
443,1484c,0453c,0,0,0,2,0,0,1,0,0,0
444,1341a,1511b,0,1,1,2,0,0,0,0,0,0
445,0331b,1352b,1,0,0,3,0,0,2,1,0,0
446,0421b,1348c,1,3,0,0,2,0,2,0,1,0
447,0376b,0366b,2,1,2,2,3,1,1,1,1,0
448,1455a,1510a,2,0,0,0,0,1,1,1,0,0
449,1363a,0469b,3,2,0,1,2,1,1,2,1,0
450,1391b,1497a,3,0,0,0,0,0,0,1,0,0
451,1234b,0517c,2,1,0,2,2,1,3,2,1,0
452,0414a,1450b,1,0,0,3,0,1,0,1,0,0
453,0440c,1273c,2,3,0,3,1,0,3,3,0,0
454,0424a,0587a,0,1,0,1,0,0,2,1,0,0
455,0532b,1496a,0,3,0,2,2,1,0,3,1,0
456,1405b,1194c,1,0,1,1,2,0,1,2,1,0
457,1267b,1262a,0,2,0,1,0,1,0,3,0,0
458,0354b,1485b,3,0,0,3,0,2,0,2,1,0
459,0379b,1394a,1,0,0,3,0,0,1,2,1,0
460,1485c,1090a,1,4,0,2,0,2,1,2,1,0
461,0432a,0510c,0,1,0,2,0,1,0,2,0,0
462,0381c,0547c,0,2,0,0,0,2,2,1,1,0
463,0365a,1431a,3,1,0,3,0,1,3,1,0,0
464,0413a,1485c,2,3,0,2,0,0,1,2,1,0
465,0896a,0301b,2,0,0,1,0,0,0,3,0,0
466,1508a,0315b,0,3,1,2,0,1,2,1,0,0
467,1377c,0517a,1,1,1,2,0,3,1,2,0,0
468,1352a,0410c,0,1,1,0,2,0,0,1,0,0
469,0431c,0516a,0,0,0,0,2,1,2,0,0,0
470,1329c,0405c,1,1,0,1,0,0,2,2,1,0
471,1365c,1036c,1,2,0,1,2,0,1,2,0,0
472,1230b,0540a,2,2,1,2,0,1,1,0,0,0
473,1493a,1451b,1,0,0,3,1,1,3,0,0,0
474,0518a,1204b,0,0,0,3,1,1,2,3,1,0
475,1518c,1483b,1,3,0,0,0,1,0,0,0,0
476,0472a,1131b,1,1,0,2,0,1,0,3,0,0
477,0424a,0301b,0,1,0,1,0,1,0,1,0,0
478,1254a,0324b,1,0,0,2,2,1,2,2,1,0
479,1036c,1406a,0,2,1,4,2,0,2,2,0,0
480,1108b,0317c,2,2,0,0,0,2,1,3,0,0
481,1375a,0363a,1,0,0,0,0,0,1,2,0,0
482,1386a,0432c,2,0,0,0,0,0,2,3,0,0
483,1429a,0383a,1,1,1,0,0,1,0,4,1,0
484,1450a,0416a,2,0,1,1,1,0,1,0,0,0
485,1408c,0540c,2,0,1,4,0,0,0,1,1,0
486,1230a,1498a,0,0,0,1,0,0,1,1,0,0
487,1152c,0323b,3,0,1,0,2,2,0,0,0,0
488,1129b,0532c,1,1,0,3,0,1,1,2,1,0
489,1237a,0302a,0,1,1,0,2,0,1,0,1,0
490,0525a,0365c,1,2,1,0,2,0,0,1,0,0
491,1181c,1152c,2,2,0,1,2,2,1,3,1,0
492,0587a,0537b,1,0,1,1,2,0,1,4,0,0
493,0569b,0571c,1,0,0,1,2,0,1,0,1,0
494,0385c,0510b,2,1,0,3,1,1,1,2,1,0
495,1220b,1419b,1,0,1,0,2,2,0,2,0,0
496,1123b,0923c,1,1,0,2,0,1,1,3,0,0
497,1147c,1212a,2,3,0,1,2,0,2,2,1,0
498,0365a,0492a,3,2,0,1,0,0,0,3,0,0
499,1426b,1208c,2,0,0,0,0,0,3,2,0,0
500,0547a,0344c,1,1,0,1,0,0,1,1,0,0
501,1485a,1540c,2,2,0,0,0,0,1,2,1,0
502,1513a,1501a,1,3,0,3,0,0,1,0,0,0
503,0405c,1419b,0,1,1,0,2,1,0,2,0,0
504,0535c,0569a,0,1,1,1,0,2,3,0,0,0
505,1567c,0368b,1,4,0,1,2,0,1,0,0,0
506,1261b,1237a,1,3,1,1,0,0,0,1,0,0
507,1194a,1204b,1,0,0,2,1,2,1,2,1,0
508,1521b,1432b,0,0,0,3,1,0,2,1,0,0
509,1262a,0405a,1,4,0,3,0,0,1,2,1,0
510,1325a,1219c,1,3,1,1,1,1,0,0,0,0
511,0381c,0440a,1,4,1,1,0,1,0,2,0,0
512,1567c,1447b,1,0,0,4,0,0,2,1,1,0
513,1488a,1149b,1,3,0,3,0,1,1,0,0,0
514,0344c,0333c,2,1,1,1,0,1,0,1,0,0
515,0455c,0549c,0,0,0,0,0,2,0,3,0,0
516,1370a,1255a,1,0,0,3,2,0,1,1,1,0
517,0338a,1329c,2,3,0,0,0,1,3,1,0,0
518,1484b,1039a,2,0,1,0,2,2,0,2,1,0
519,0576c,1364a,0,3,0,1,2,0,0,1,0,0
520,1549c,1416c,1,2,0,0,0,1,0,0,0,0
521,1512b,1370c,1,1,0,1,0,0,1,1,0,0
522,1201b,0507b,2,1,0,3,0,2,1,0,0,0
523,1373a,0916a,2,3,0,3,2,0,0,0,1,0
524,1490b,1178b,2,0,0,0,0,1,3,1,0,0
525,0353b,0510b,2,0,0,2,2,2,2,1,0,0
526,0562a,0359b,3,1,0,3,0,0,2,4,0,0
527,0517c,1271c,1,0,1,1,2,0,1,0,1,0
528,0924a,0585b,1,1,1,0,1,1,0,2,0,0
529,1440c,1197b,2,4,0,3,0,0,0,2,0,0
530,0445a,0473b,1,2,0,1,0,1,0,0,0,0
531,1135b,0445a,1,1,0,0,2,1,1,2,0,0
532,0396b,0357a,1,3,1,0,0,1,1,0,0,0
533,0429a,1294a,1,0,0,3,0,2,0,4,1,0
534,1421a,0473b,0,4,0,1,2,1,3,0,0,0
535,0448b,0380b,1,1,1,3,3,0,3,0,1,0
536,1253b,0571c,1,1,0,0,2,0,1,0,0,0
537,1391a,1122a,1,3,0,0,2,2,0,1,1,0
538,1531c,1254a,2,0,0,1,0,2,2,1,0,0
539,0492a,1350a,0,3,0,1,0,1,1,2,1,0
540,1181a,1411b,2,1,0,3,0,2,1,1,0,0
541,1305a,0389c,1,1,0,0,0,0,3,2,0,0
542,0563a,1511b,1,0,1,1,2,0,0,0,1,0
543,1546a,0387a,1,0,0,1,2,0,1,0,1,0
544,1554a,0592c,1,1,0,1,0,2,0,2,0,0
545,1446a,1382b,1,0,0,3,2,0,1,2,0,0
546,0344c,1036c,0,3,1,2,2,0,1,0,0,0
547,1468a,1485a,2,3,0,2,0,0,2,2,0,0
548,1254c,0451c,0,1,0,1,0,0,1,1,1,0
549,0579c,0359b,1,1,0,0,0,0,2,0,1,0
550,1365a,0551a,1,3,0,2,0,1,1,0,0,0
551,1451c,1219b,2,0,0,0,0,1,0,3,0,0
552,1227a,0562c,2,1,0,0,0,0,0,1,0,0
553,0457a,1350c,1,1,0,0,2,1,2,0,1,0
554,0547a,1253c,0,2,0,1,0,0,0,1,0,0
555,1377c,1414b,2,3,0,2,2,2,1,2,1,0
556,0327b,0489b,1,1,0,1,1,1,3,1,0,0
557,1493a,0587a,1,0,0,2,1,0,2,3,0,0
558,1120a,1510c,0,0,0,2,0,0,0,1,0,0
559,1350a,0431b,0,1,1,1,0,0,1,0,1,0
560,1561b,0525b,2,3,1,0,0,0,2,2,1,0
561,1375b,0593b,2,0,0,3,0,0,3,0,0,0
562,0597b,1391a,1,0,0,0,0,0,0,0,0,0
563,1257b,0459b,1,4,0,0,0,1,1,0,0,0
564,0593b,1383b,0,2,0,3,2,0,2,1,1,0
565,0337b,1312a,2,2,1,1,2,0,2,2,1,0
566,1452b,1429b,1,1,0,3,2,0,0,1,1,0
567,1451c,0885c,2,1,0,0,1,1,0,0,0,0
568,0363c,0898b,1,1,0,0,2,1,3,2,0,0
569,1319c,0366b,2,1,1,4,1,2,1,2,0,0
570,1482b,0445b,0,0,0,0,0,1,0,1,1,0
571,0565a,1565a,0,3,0,0,0,0,1,0,0,0
572,0451a,0322b,1,0,0,3,1,1,0,1,0,0
573,1521c,1496c,2,0,0,1,2,0,1,2,1,0
574,1481a,1135b,0,0,0,1,0,1,1,2,0,0
575,1531b,0451b,0,0,0,0,2,1,0,1,1,0
576,0563a,1416c,0,3,0,2,2,1,1,2,1,0
577,1540c,0327a,2,1,0,1,0,2,1,4,1,0
578,0313c,1425c,1,3,0,2,0,1,1,0,1,0
579,1483a,1129c,1,1,0,0,0,1,0,1,0,0
580,1432a,1391a,1,0,0,3,0,2,0,2,0,0
581,0405c,0535a,1,4,0,0,0,0,1,1,0,0
582,1447a,0456a,0,0,1,1,0,1,1,3,0,0
583,1455a,1442b,1,1,0,3,0,0,0,2,0,0
584,0472a,0338c,3,0,0,0,0,1,1,2,1,0
585,1328a,0892a,2,1,0,1,0,0,0,0,0,0
586,1229b,1366a,2,0,0,3,0,1,1,1,0,0
587,1344a,1149b,1,3,0,3,0,1,1,3,0,0
588,0969a,1312a,1,0,1,1,2,0,0,0,0,0
589,0477a,1140c,0,3,0,1,0,0,0,1,0,0
590,1540b,1481c,1,0,0,3,0,1,1,3,0,0
591,0593b,0537b,1,3,1,3,2,0,2,1,0,0
592,0321b,1222a,1,1,1,1,0,1,1,1,0,0
593,1236b,1358b,0,0,1,1,0,0,1,1,0,0
594,0491b,1343b,0,0,0,0,0,2,0,4,0,0
595,0458a,0491b,0,0,0,0,0,1,0,0,0,0
596,0328a,0323a,0,3,2,2,0,1,3,0,0,0
597,1382a,1430c,2,0,0,3,0,1,1,0,0,0
598,1491a,1303c,0,3,0,0,0,0,1,1,0,0
599,1198a,0556b,3,2,2,3,2,0,1,3,1,0
600,1365c,0473b,1,2,0,0,2,1,1,1,0,0
601,1253a,1511b,3,1,1,2,0,0,3,0,0,0
602,0538a,1340c,1,1,0,3,0,1,0,2,0,0
603,1450c,1155a,2,1,1,1,0,0,0,3,0,0
604,1268a,1496a,0,3,0,1,2,1,0,0,0,0
605,0337a,0483b,1,0,0,3,2,1,2,0,0,0
606,1219b,1147c,2,4,0,1,0,1,0,1,0,0
607,1513a,0553b,0,1,0,3,2,1,1,2,1,0
608,0457a,0595c,1,2,0,0,0,1,3,3,0,0
609,1255a,1144c,0,0,0,2,0,1,1,0,1,0
610,1386a,0334b,1,1,0,0,0,0,3,2,0,0
611,1378a,0530a,1,0,0,3,0,0,3,4,0,0
612,1144c,1197a,0,3,0,1,2,1,1,0,0,0
613,1375a,1181a,0,0,0,1,0,1,0,1,0,0
614,0368b,0323c,2,0,0,2,0,1,1,2,1,0
615,1433a,0314b,2,2,0,0,0,0,1,2,0,0
616,1180c,0348a,1,4,0,0,0,2,0,1,0,0
617,0969b,0327b,2,1,0,0,1,1,1,1,1,0
618,1391b,1494c,0,0,0,3,0,1,2,1,0,0
619,0389c,1394b,1,1,1,1,0,1,2,1,0,0
620,1507b,1253c,1,0,1,1,0,0,3,0,0,0
621,1533b,1501c,1,1,0,0,2,1,1,2,1,0
622,0898b,1402b,1,2,0,3,0,1,1,1,0,0
623,1243a,1398c,1,1,0,3,0,0,1,2,1,0
624,1364b,1237a,1,0,1,2,0,0,1,0,0,0
625,1501c,1036b,2,1,1,2,2,0,1,2,1,0
626,0579c,1286c,0,0,0,1,0,1,2,3,1,0
627,0562c,0390a,3,0,0,3,1,1,1,0,0,0
628,0316b,1319a,0,1,0,3,0,0,1,0,0,0
629,1491a,1498a,3,0,0,1,0,0,0,1,0,0
630,1455a,1565a,1,3,0,3,0,0,1,1,0,0
631,1237a,0338c,2,0,1,2,0,0,1,1,1,0
632,1444b,1155c,0,0,0,1,0,2,0,3,1,0
633,1253c,0376c,0,1,0,2,1,0,2,3,0,0
634,1307a,1237a,1,0,1,2,0,0,0,0,1,0
635,1565b,1149b,0,3,0,0,2,0,1,2,0,0
636,1538b,0410c,0,1,1,2,0,0,1,2,1,0
637,0414a,0555c,0,2,0,1,0,0,0,2,0,0
638,0349b,0324a,0,1,0,3,1,0,2,2,0,0
639,1036c,1273c,0,3,0,3,1,1,1,1,0,0
640,1448a,1465b,2,0,0,1,0,0,1,2,1,0
641,1039c,1429a,1,2,0,2,0,0,2,1,1,0
642,1540c,0547c,0,0,0,3,0,1,1,1,0,0
643,1461b,1465b,2,1,0,1,0,0,1,2,0,0
644,1491a,1441a,2,0,0,1,0,0,1,2,0,0
645,1374b,0469a,1,2,0,1,0,0,1,2,1,0
646,1501c,0348c,3,0,1,2,2,0,2,1,1,0
647,1274a,1237a,1,0,1,0,0,0,0,2,0,0
648,1302a,0569c,1,0,0,3,0,0,3,3,0,0
649,0354b,0373b,1,0,0,1,0,2,1,4,1,0
650,0363a,0489b,1,0,0,1,0,1,2,3,0,0
651,1382b,1240c,0,0,1,0,2,1,1,1,0,0
652,0354a,0469b,1,1,0,2,2,1,1,3,1,0
653,1545a,1450b,2,1,0,3,0,1,1,1,0,0
654,1107c,1408a,3,1,1,0,0,1,1,3,0,0
655,1309c,0556b,1,1,0,0,0,1,1,1,0,0
656,1140b,1125b,1,1,1,1,3,1,0,0,0,0
657,0597b,1171a,1,2,0,0,0,0,0,3,0,0
658,1300a,0377a,0,3,0,0,0,0,0,0,0,0
659,0337b,1271b,0,0,1,1,2,0,2,1,0,0
660,0319b,1416c,0,3,0,2,0,0,1,2,1,0
661,1517c,1090a,1,0,0,1,0,1,1,3,1,0
662,1504c,0445c,2,3,0,3,2,1,0,2,1,0
663,1501b,0357a,0,3,0,1,0,2,1,3,1,0
664,0421c,0898b,1,0,0,1,2,1,1,1,1,0
665,1165b,1178c,2,3,0,1,2,0,0,2,0,0
666,1137a,0492b,1,1,0,0,0,0,1,2,0,0
667,0363b,0347a,1,3,0,2,2,2,1,3,0,0
668,0380a,0440a,1,4,1,1,0,0,3,3,0,0
669,0469a,1348c,1,0,0,0,0,0,1,4,1,0
670,1517c,0888c,3,1,0,0,2,0,0,3,1,0
671,1129b,1442b,1,1,0,3,0,0,0,0,1,0
672,1453a,0472a,2,0,0,0,0,1,0,4,0,0
673,0340a,1483c,2,1,0,1,2,2,1,1,1,0
674,0473a,1036b,1,0,1,2,2,0,1,1,0,0
675,0584a,1204a,1,1,0,1,0,0,1,0,0,0
676,1236b,1409b,2,3,0,3,0,1,2,1,0,0
677,0950a,1319c,1,1,0,3,2,2,1,2,1,0
678,1391a,1039a,0,3,1,3,2,0,1,3,0,0
679,1512b,0560c,1,1,0,0,0,1,1,0,0,0
680,1508a,0421a,1,2,0,3,0,1,0,1,0,0
681,0571a,0440a,0,4,1,1,0,1,0,3,0,0
682,0318c,0595c,0,1,0,0,0,1,3,0,0,0
683,1555b,1476c,1,0,0,2,2,1,1,2,1,0
684,1391a,0593b,0,0,0,3,0,1,3,0,0,0
685,0355c,0334b,1,1,0,1,0,1,3,0,0,0
686,1465c,0403a,1,2,2,1,2,1,0,1,1,0
687,1490b,0885c,1,1,0,3,1,2,0,2,0,0
688,1193a,0316a,1,3,1,0,0,0,0,1,0,0
689,1194b,1443c,2,3,1,0,0,1,1,1,1,0
690,0552a,1343a,0,1,0,0,0,1,1,2,1,0
691,1382b,1552b,0,0,0,3,2,1,1,1,1,0
692,1360a,1430c,3,1,1,1,0,1,0,1,0,0
693,1481a,0532c,1,1,0,2,0,1,0,1,0,0
694,0333c,1343c,3,2,0,0,0,0,1,0,1,0
695,1096a,0473b,1,3,0,0,2,0,0,1,0,0
696,0314a,0457b,0,3,1,1,2,1,2,0,0,0
697,1520a,1502b,0,2,0,0,0,0,0,2,0,0
698,1552a,1368c,1,1,0,2,2,1,1,1,1,0
699,1451c,0525a,1,2,0,3,0,1,1,1,1,0
700,1193a,0439a,2,3,1,1,0,1,2,1,0,0
701,1108b,0401c,1,1,1,1,2,2,0,4,0,0
702,1121a,1260c,1,1,0,3,0,0,1,0,0,0
703,1366c,1495c,1,0,0,0,2,0,0,1,0,0
704,1518a,1134c,0,1,0,3,0,0,3,3,0,0
705,0381b,1303b,0,0,1,2,0,1,0,1,0,0
706,1167a,0314a,1,1,0,0,0,1,2,3,1,0
707,0927c,0525a,1,1,1,1,0,0,1,0,1,0
708,1343c,0549b,0,1,1,1,0,2,3,3,1,0
709,1409c,0343c,1,2,1,2,2,1,0,1,1,0
710,0322b,1367a,1,1,0,2,1,0,3,1,0,0
711,0546c,1501a,1,3,0,3,0,2,2,2,0,0
712,1448a,1209c,0,0,0,3,0,2,3,4,1,0
713,1336a,0355a,3,1,0,1,0,1,0,3,0,0
714,1253a,0525b,1,3,1,0,0,0,3,1,0,0
715,1364b,0456b,3,0,0,2,0,0,1,0,1,0
716,1222c,1417b,3,3,0,0,0,1,1,1,1,0
717,0404c,0368c,3,1,1,1,0,1,2,2,0,0
718,1471b,0338a,1,4,0,0,0,1,0,3,0,0
719,1504c,1546a,1,0,1,3,0,0,1,0,0,0
720,1240a,1353b,1,1,1,1,0,1,3,1,0,0
721,0316a,0455c,1,0,1,0,1,2,2,1,0,0
722,1121a,1274a,1,0,0,2,0,0,0,2,0,0
723,0522b,0376c,0,0,0,2,1,0,2,1,0,0
724,1480c,1513c,1,1,0,1,1,0,0,1,0,0
725,1460a,1501b,1,0,0,1,2,1,1,0,1,0
726,0525a,1476c,0,0,0,0,2,1,0,0,0,0
727,0414a,1504c,3,1,0,0,0,1,0,0,1,0
728,1409a,0518c,0,0,0,2,2,1,0,0,0,0
729,0510c,1477c,0,0,0,1,0,1,0,0,1,0
730,0596a,0405c,1,0,0,2,0,0,0,1,1,0
731,1328a,0429a,1,1,0,1,0,0,0,4,0,0
732,1368c,0460b,1,3,1,3,2,2,1,3,1,0
733,1323b,0376c,1,0,0,2,1,1,1,0,0,0
734,0562a,0380a,1,3,0,0,0,0,2,3,0,0
735,0571b,0301a,1,1,0,0,0,0,1,4,0,0
736,1152c,0311c,0,0,0,1,2,1,1,0,0,0
737,1501b,0317b,3,3,1,2,2,1,1,3,1,0
738,0555b,1511b,1,0,1,2,1,0,0,0,0,0
739,1447a,1411c,2,0,0,0,0,2,1,2,0,0
740,1491c,0355a,2,1,0,2,0,1,1,3,0,0
741,1149c,1477b,0,0,0,2,2,1,3,2,1,0
742,0422a,1149c,0,0,0,3,0,0,3,3,0,0
743,1086c,0525b,0,2,1,1,2,1,1,1,1,0
744,0306b,1090a,0,1,1,1,0,1,0,1,1,0
745,0535a,0473c,1,3,0,2,0,1,0,3,0,0
746,1497a,1356b,2,0,1,2,0,0,1,1,0,0
747,1481a,0550a,0,3,0,2,0,0,0,3,0,0
748,0440c,1125b,2,3,1,4,1,1,1,2,1,0
749,1528c,0340b,1,3,0,2,0,1,0,3,0,0
750,1174a,0538a,1,0,1,2,0,1,1,0,0,0
751,1416b,0475a,2,1,0,2,0,0,0,2,0,0
752,1521a,0403c,1,2,1,0,0,0,1,2,0,0
753,0451b,1348c,1,2,0,2,2,0,1,2,0,0
754,1504b,1198a,0,1,1,1,1,0,0,0,0,0
755,0571b,1123b,0,1,0,0,0,0,1,1,0,0
756,1442b,0587c,1,2,1,0,0,1,0,1,0,0
757,1394b,0549b,3,0,0,1,0,2,2,1,0,0
758,1475b,0538a,1,0,0,0,0,0,1,1,0,0
759,1208a,1181b,2,3,1,2,2,1,1,2,0,0
760,1284b,1498b,1,0,0,2,0,0,0,0,0,0
761,1508b,0587b,1,0,0,0,0,0,0,0,0,0
762,1343a,0474b,0,1,0,3,0,2,3,3,0,0
763,1506a,0540c,0,0,0,1,0,0,1,3,0,0
764,1137b,0413a,2,0,0,2,0,2,0,1,1,0
765,1368b,1221c,1,0,0,1,0,2,3,1,0,0
766,0570a,1087a,1,1,1,2,2,1,1,1,1,0
767,1340c,0343c,0,0,0,2,0,2,0,1,0,0
768,0897c,0348c,1,3,1,1,0,1,2,0,0,0
769,0375c,0317b,2,0,1,4,2,0,0,2,1,0
770,0319b,1091a,2,0,1,3,0,1,3,2,1,0
771,0503a,1366b,0,1,0,3,0,1,1,0,0,0
772,1204a,0405b,1,0,0,4,2,0,1,1,0,0
773,1153b,1513a,2,4,0,0,0,1,1,1,0,0
774,0336a,0353c,0,0,0,2,0,1,1,2,0,0
775,1531a,0440c,1,4,0,0,0,2,0,1,0,0
776,0333a,0440b,0,0,0,1,2,1,1,0,0,0
777,1248a,1164c,1,0,0,0,0,1,1,2,0,0
778,1508b,1477a,2,1,0,3,0,0,0,0,1,0
779,1323b,0317a,0,0,0,0,2,0,0,1,1,0
780,0474b,1234c,0,0,1,1,0,0,3,1,0,0
781,1219a,0353a,1,0,0,2,1,1,0,2,0,0
782,1491c,1134c,1,0,0,1,0,0,2,4,0,0
783,0368b,0911b,2,3,0,2,2,0,1,1,1,0
784,0537a,1219b,1,1,0,3,0,1,2,2,0,0
785,1475a,1253b,1,0,1,1,0,1,0,1,1,0
786,1236a,1131a,2,1,0,2,0,1,0,3,0,0
787,0319b,1083a,1,3,1,3,0,0,1,1,0,0
788,1196a,0471b,0,1,0,3,1,0,2,1,1,0
789,1378a,0403c,2,4,1,3,0,1,0,3,0,0
790,1414c,1224b,1,4,1,3,0,2,2,2,1,0
791,1273a,1273c,0,1,0,3,1,1,2,1,0,1
792,1508a,1508c,1,0,0,1,2,0,3,4,0,1
793,0368b,0368c,0,1,1,1,2,1,1,0,0,1
794,0357b,0357c,2,1,1,1,0,0,2,2,1,1
795,1134a,1134c,0,1,0,3,0,0,2,4,0,1
796,0517c,0517a,2,1,0,3,2,2,2,1,1,1
797,1489a,1489b,1,0,0,0,0,0,1,2,0,1
798,1120a,1120c,0,0,0,3,0,0,0,2,0,1
799,1513a,1513c,1,1,0,3,1,1,1,2,0,1
